,Product Name,Brand,Ram,Storage,Battery,Screen_size,Rear_Camera,Front_Camera,Rating,Rating_Category,Rating_Count,Review_Count,Total_Engagements,Offer,Price,Price_Range
465,realme 13+ 5G,realme,8,256 ,5000,6.67,50MP + 2MP,16MP,4.3,Very Good,3423,303,3726,10,24999,20K-25K
466,Infinix GT 30 Pro 5G+,Infinix,8,256 ,5500,6.78,108MP + 8MP,13MP,4.5,Very Good,559,55,614,21,24999,20K-25K
467,realme P3 Ultra 5G,realme,8,256 ,6000,6.83,50MP + 8MP,16MP,4.4,Very Good,4046,538,4584,26,24999,20K-25K
468,realme 14 Pro 5G,realme,8,128 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,24999,20K-25K
469,Infinix GT 30 Pro 5G+,Infinix,8,256 ,5500,6.78,108MP + 8MP,13MP,4.5,Very Good,559,55,614,21,24999,20K-25K
470,Samsung Galaxy M56 5G,Samsung,8,128 ,5000,6.7,50MP + 50MP + 8MP,12MP + 2MP Dual,4.8,Excellent,18,0,18,17,25598,25K-30K
471,vivo V29e 5G,vivo,8,256 ,5000,6.78,64MP + 8MP,50MP,4.4,Very Good,20506,1748,22254,24,25828,25K-30K
472,REDMI Note 13 Pro+ 5G,REDMI,12,256 ,5000,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.2,Very Good,11386,1007,12393,27,25969,25K-30K
473,POCO X7 Pro 5G,POCO,12,256 ,6550,6.67,50MP + 8MP,20MP,4.4,Very Good,4052,533,4585,23,25999,25K-30K
474,vivo T4 5G,vivo,12,256 ,7300,6.77,50MP (OIS) + 2MP,32MP,4.5,Very Good,5435,343,5778,13,25999,25K-30K
475,Samsung Galaxy M56 5G,Samsung,8,128 ,5000,6.7,50MP + 50MP + 8MP,12MP + 2MP Dual,4.8,Excellent,18,0,18,16,25999,25K-30K
476,realme 13 Pro+ 5G,realme,8,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,14308,1462,15770,29,25999,25K-30K
477,vivo T4 5G,vivo,12,256 ,7300,6.77,50MP (OIS) + 2MP,32MP,4.5,Very Good,5435,343,5778,13,25999,25K-30K
478,POCO X7 Pro 5G,POCO,12,256 ,6550,6.67,50MP + 8MP,20MP,4.4,Very Good,4052,533,4585,23,25999,25K-30K
479,OPPO F29 5G,OPPO,8,256 ,6500,6.7,50MP + 2MP,16MP,4.3,Very Good,1400,94,1494,16,25999,25K-30K
480,OPPO F29 5G,OPPO,8,256 ,6500,6.7,50MP + 2MP,16MP,4.3,Very Good,1400,94,1494,16,25999,25K-30K
481,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP (OIS) + 50MP,32MP,4.4,Very Good,99776,8016,107792,7,25999,25K-30K
482,realme 13 Pro+ 5G,realme,8,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,14308,1462,15770,29,25999,25K-30K
483,realme 13 Pro+ 5G,realme,8,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,14308,1462,15770,29,25999,25K-30K
484,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP (OIS) + 50MP,32MP,4.4,Very Good,99776,8016,107792,7,25999,25K-30K
485,realme 13 Pro+ 5G,realme,8,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,14308,1462,15770,29,25999,25K-30K
486,realme 13 Pro+ 5G,realme,8,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,14308,1462,15770,29,25999,25K-30K
487,Samsung Galaxy A55 5G,Samsung,8,128 ,5000,6.6,50MP + 12MP + 5MP,32MP,4.4,Very Good,1670,143,1813,37,26845,25K-30K
488,Samsung Galaxy A55 5G,Samsung,8,128 ,5000,6.6,50MP + 12MP + 5MP,32MP,4.4,Very Good,1670,143,1813,37,26845,25K-30K
489,Samsung Galaxy M56 5G,Samsung,8,256 ,5000,6.7,50MP + 50MP + 8MP,12MP + 2MP Dual,4.8,Excellent,18,0,18,20,26990,25K-30K
490,realme 14 Pro 5G,realme,8,256 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,26999,25K-30K
491,realme P3 Ultra 5G,realme,12,256 ,6000,6.83,50MP + 8MP,16MP,4.5,Very Good,1172,158,1330,25,26999,25K-30K
492,realme 14 Pro 5G,realme,8,256 ,6000,6.77,50MP + 2MP,16MP,4.4,Very Good,8530,732,9262,10,26999,25K-30K
493,realme 13 Pro 5G,realme,12,512 ,5200,6.7,50MP + 8MP + 2MP,32MP,4.3,Very Good,887,69,956,22,26999,25K-30K
494,Motorola Edge 40,Motorola,8,256 ,4400,6.5,50MP + 13MP,32MP,4.3,Very Good,84448,8787,93235,22,26999,25K-30K
495,realme 13 Pro+ 5G,realme,12,256 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,9280,904,10184,30,26999,25K-30K
496,realme P3 Ultra 5G,realme,12,256 ,6000,6.83,50MP + 8MP,16MP,4.5,Very Good,1172,158,1330,25,26999,25K-30K
497,Motorola Edge 40,Motorola,8,256 ,4400,6.5,50MP + 13MP,32MP,4.3,Very Good,84448,8787,93235,22,26999,25K-30K
498,Infinix GT 20 Pro,Infinix,12,256 ,5000,6.78,108MP (OIS) + 2MP + 2MP,32MP,4.3,Very Good,8308,573,8881,22,26999,25K-30K
499,Motorola Edge 40,Motorola,8,256 ,4400,6.5,50MP + 13MP,32MP,4.3,Very Good,84448,8787,93235,22,26999,25K-30K
500,Motorola Edge 50 Pro 5G,Motorola,12,256 ,4500,6.7,50MP + 13MP + 10MP,50MP,4.4,Very Good,64200,4342,68542,33,27999,25K-30K
501,vivo T3 Ultra,vivo,8,128 ,5500,6.78,50MP + 8MP,50MP,4.5,Very Good,20751,1737,22488,22,27999,25K-30K
502,realme GT 6,realme,8,256 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,3256,355,3611,36,27999,25K-30K
503,Motorola Edge 50 Pro 5G,Motorola,12,256 ,4500,6.7,50MP + 13MP + 10MP,50MP,4.4,Very Good,64200,4342,68542,33,27999,25K-30K
504,Motorola Edge 50 Pro 5G,Motorola,8,256 ,4500,6.7,50MP + 13MP + 10MP,50MP,4.4,Very Good,34019,2989,37008,24,27999,25K-30K
505,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,13487,967,14454,6,27999,25K-30K
506,realme GT 6,realme,12,256 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,2523,249,2772,40,27999,25K-30K
507,vivo T3 Ultra,vivo,8,128 ,5500,6.78,50MP + 8MP,50MP,4.5,Very Good,20751,1737,22488,22,27999,25K-30K
508,OPPO F29 Pro 5G,OPPO,8,128 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,879,74,953,15,27999,25K-30K
509,realme GT 6,realme,12,256 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,2523,249,2772,40,27999,25K-30K
510,Nothing Phone,Nothing,12,256 ,5000,6.7,50MP (OIS) + 50MP,32MP,4.4,Very Good,15441,1201,16642,6,27999,25K-30K
511,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,13487,967,14454,6,27999,25K-30K
512,OPPO F29 Pro 5G,OPPO,8,128 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,879,74,953,15,27999,25K-30K
513,Motorola Edge 50 Pro 5G,Motorola,8,256 ,4500,6.7,50MP + 13MP + 10MP,50MP,4.4,Very Good,34019,2989,37008,24,27999,25K-30K
514,realme GT 6,realme,8,256 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,3256,355,3611,36,27999,25K-30K
515,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,13487,967,14454,6,27999,25K-30K
516,Nothing Phone,Nothing,8,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,13487,967,14454,6,27999,25K-30K
517,Motorola Edge 50 Pro 5G,Motorola,8,256 ,4500,6.7,50MP + 13MP + 10MP,50MP,4.4,Very Good,34019,2989,37008,24,27999,25K-30K
518,vivo V50e 5G,vivo,8,128 ,5600,6.77,50MP + 8MP,50MP,4.4,Very Good,1091,75,1166,14,28999,25K-30K
519,POCO X6 Pro 5G,POCO,12,512 ,5000,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,16550,1849,18399,12,28999,25K-30K
520,realme GT 6,realme,12,256 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,2523,249,2772,38,28999,25K-30K
521,vivo V50e 5G,vivo,8,128 ,5600,6.77,50MP + 8MP,50MP,4.4,Very Good,1091,75,1166,14,28999,25K-30K
522,realme 13 Pro+ 5G,realme,12,512 ,5200,6.7,50MP + 8MP + 50MP,32MP,4.4,Very Good,9280,904,10184,29,28999,25K-30K
523,POCO X6 Pro 5G,POCO,12,512 ,5000,6.67,64MP + 8MP + 2MP,16MP,4.3,Very Good,16550,1849,18399,12,28999,25K-30K
524,REDMI Note 13 Pro 5G,REDMI,8,256 ,5100,6.67,200MP (OIS) + 8MP + 2MP,16MP,4.3,Very Good,37899,2976,40875,6,28999,25K-30K
525,REDMI Note-14 Pro+ 5G,REDMI,8,256 ,6200,6.67,50MP + 50MP + 8MP,20MP,3.9,Good,72,4,76,18,29990,25K-30K
526,MOTOROLA Edge 60 Pro,MOTOROLA,8,256 ,6000,6.7,50MP + 50MP + 10MP,50MP,4.4,Very Good,7872,811,8683,18,29999,25K-30K
527,Nothing Phone,Nothing,12,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,5746,416,6162,6,29999,25K-30K
528,Nothing Phone,Nothing,12,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,5746,416,6162,6,29999,25K-30K
529,vivo T3 Ultra,vivo,8,256 ,5500,6.78,50MP + 8MP,50MP,4.5,Very Good,20751,1737,22488,21,29999,25K-30K
530,realme 14 Pro+ 5G,realme,8,128 ,6000,6.83,50MP + 50MP + 8MP,32MP,4.4,Very Good,9511,1345,10856,11,29999,25K-30K
531,Nothing Phone,Nothing,8,128 ,5000,17.19,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,4.5,Very Good,4709,484,5193,9,29999,25K-30K
532,realme 14 Pro+ 5G,realme,8,128 ,6000,6.83,50MP + 50MP + 8MP,32MP,4.4,Very Good,9511,1345,10856,11,29999,25K-30K
533,Nothing Phone,Nothing,8,128 ,5000,17.19,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,4.5,Very Good,4709,484,5193,9,29999,25K-30K
534,OPPO F29 Pro 5G,OPPO,8,256 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,879,74,953,14,29999,25K-30K
535,OPPO F29 Pro 5G,OPPO,8,256 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,879,74,953,14,29999,25K-30K
536,MOTOROLA Edge 60 Pro,MOTOROLA,8,256 ,6000,6.7,50MP + 50MP + 10MP,50MP,4.4,Very Good,7872,811,8683,18,29999,25K-30K
537,OPPO Reno11 5G,OPPO,8,256 ,5000,6.7,50MP + 8MP + 32MP,32MP,4.3,Very Good,11453,1060,12513,26,29999,25K-30K
538,Nothing Phone,Nothing,12,256 ,5000,6.7,50MP + 50MP,50MP,4.4,Very Good,5746,416,6162,6,29999,25K-30K
539,OPPO Reno11 5G,OPPO,8,256 ,5000,6.7,50MP + 8MP + 32MP,32MP,4.3,Very Good,11453,1060,12513,26,29999,25K-30K
540,vivo V40e 5G,vivo,8,256 ,5500,6.77,50MP + 8MP,50MP,4.4,Very Good,9247,630,9877,15,30499,30K+
541,vivo V50e 5G,vivo,8,256 ,5600,6.77,50MP + 8MP,50MP,4.4,Very Good,1091,75,1166,13,30999,30K+
542,Samsung Galaxy A36 5G,Samsung,8,128 ,5000,6.7,50MP + 8MP,12MP,4.3,Very Good,708,59,767,13,30999,30K+
543,Google Pixel 7,Google,8,128 ,4270,6.3,50MP + 12MP,10.8MP,4.3,Very Good,19052,2101,21153,48,30999,30K+
544,Google Pixel 7,Google,8,128 ,4270,6.3,50MP + 12MP,10.8MP,4.3,Very Good,19052,2101,21153,48,30999,30K+
545,Samsung Galaxy A36 5G,Samsung,8,128 ,5000,6.7,50MP + 8MP,12MP,4.3,Very Good,708,59,767,13,30999,30K+
546,vivo V50e 5G,vivo,8,256 ,5600,6.77,50MP + 8MP,50MP,4.4,Very Good,1091,75,1166,13,30999,30K+
547,realme Gt 7T,realme,8,256 ,7000,6.8,50MP + 50MP + 8MP,32MP + 32MP Dual,4.3,Very Good,20,1,21,21,31490,30K+
548,POCO F6 5G,POCO,12,256 ,5000,6.67,50MP (OIS) + 8MP,20MP,4.3,Very Good,7492,739,8231,11,31999,30K+
549,OPPO F29 Pro 5G,OPPO,12,256 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,350,23,373,13,31999,30K+
550,OPPO F29 Pro 5G,OPPO,12,256 ,6000,6.7,50MP + 2MP,16MP,4.4,Very Good,350,23,373,13,31999,30K+
551,realme 14 Pro+ 5G,realme,8,256 ,6000,6.83,50MP + 50MP + 8MP,32MP,4.4,Very Good,9511,1345,10856,11,31999,30K+
552,Nothing Phone,Nothing,8,256 ,5000,17.19,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,4.5,Very Good,4709,484,5193,8,31999,30K+
553,Nothing Phone,Nothing,8,256 ,5000,17.19,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,4.5,Very Good,4709,484,5193,8,31999,30K+
554,realme 14 Pro+ 5G,realme,8,256 ,6000,6.83,50MP + 50MP + 8MP,32MP,4.4,Very Good,9511,1345,10856,11,31999,30K+
555,REDMI Note 14 Pro+ 5G,REDMI,12,512 ,6200,6.67,50MP + 50MP + 8MP,20MP,4.4,Very Good,1457,167,1624,17,32999,30K+
556,realme GT 6,realme,16,512 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,5141,582,5723,36,32999,30K+
557,realme GT 6,realme,16,512 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,5141,582,5723,36,32999,30K+
558,realme GT 6,realme,16,512 ,5500,6.78,50MP + 8MP + 50MP,32MP,4.5,Very Good,5141,582,5723,36,32999,30K+
559,IQOO Neo 10,IQOO,8,128 ,7000,6.78,50MP + 50MP + 8MP,32MP + 32MP Dual,4.7,Excellent,35,6,41,8,33599,30K+
